year_quarter,actual_cash_demand,legal_cash_demand,excess_cash_ratio,shadow_economy_method1,shadow_economy_method2,tax_burden,year
2018Q3,0.2792628231640074,0.2852871025313679,-0.006024279367360497,-2.157207786953624,1.2958422401780076,25.359324358015456,2018
2018Q4,0.2869739724012601,0.28536701842490847,0.0016069539763516327,0.559965059864285,1.5444941270565398,26.434494685539235,2018
2019Q1,0.2740780942504927,0.2884467143422066,-0.014368620091713913,-5.242527729553521,2.3832261005851345,30.06117028411987,2019
2019Q2,0.2779926424473116,0.2815455192414401,-0.0035528767941285233,-1.278047060113077,1.8285792987383178,27.662878475085765,2019
2019Q3,0.2730454603556819,0.2837978463482489,-0.010752385992567004,-3.9379471750090405,1.0538714478216409,24.313043071615756,2019
2019Q4,0.270380999677724,0.2812624515077183,-0.010881451829994282,-4.024488349020176,1.572888081247639,26.557270094206263,2019
2020Q1,0.2539306068702884,0.2792966531334885,-0.025366046263200104,-9.989361493613673,2.3075295040296675,29.7338583319257,2020
2020Q2,0.2760320320827355,0.275301256620231,0.000730775462504496,0.2647429926847981,1.6020488822631653,26.683361347211857,2020
2020Q3,0.2813311687728499,0.2845803835340012,-0.003249214761151309,-1.1549430428644623,1.1164718792048813,24.583727228323273,2020
2020Q4,0.2794428161251046,0.28637986442080254,-0.006937048295697967,-2.4824571953183794,1.7529930322616096,27.336043589960756,2020
