n_causes,n_indicators,n_sig_causes,n_sig_inds,correct_g,correct_l,mean_abs_z,chi2,df,pvalue,cfi,tli,rmsea,aic,bic,score,causes_str,indicators_str
3,2,1,0,2,1,0.7631889125330796,1.9725676016627318,2,0.37296011295592246,1.0,1.0256853019865322,0.0,619.9077316848969,632.3970591223248,3.7429855579199747,dlog_gdp_per_capita|d_tax_burden|d_corruption_perceptions,d_lfp_rate|sdiff_deflated_M1
4,3,2,1,2,2,2.3903808053034887,32.686898405296176,8,7.012295212949216e-05,0.5792217631180188,-0.10454287181520051,0.26482680020336885,840.0026452824885,857.8445416216712,3.739038080530349,d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_gdp_2
4,3,1,2,3,1,1.0784502190816838,21.04052170745796,8,0.007040562847921539,0.8441467819238211,0.5908853025500302,0.19247580800951233,803.3540710514945,821.1959673906772,3.7328450219081684,dlog_gdp_per_capita|d_tax_burden|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|sdiff_deflated_M1|sdiff_gdp_2
3,3,2,0,2,2,1.975591133390827,11.464533261472425,6,0.07503757609153627,0.8287665915590728,0.5719164788976822,0.14387143436690095,725.6820708338016,741.7397775390659,3.730892446672416,dlog_gdp_per_capita|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|d_lfp_rate|sdiff_gdp_2
4,3,2,1,2,2,2.2781871781706933,37.31297343493533,8,1.007928447371853e-05,0.5649147742892817,-0.14209871749063555,0.2885749343114964,835.9253922350576,853.7672885742403,3.7278187178170694,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate|d_corruption_perceptions,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_gdp_2
3,3,1,1,3,1,1.059841835882695,10.872593897252774,6,0.0923947915499721,0.8467589834368934,0.6168974585922333,0.13585578775065646,725.2059764844396,741.2636831897039,3.722650850254936,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share,d_employment_rate|dlog_deflated_tax_revenue|sdiff_deflated_M1
4,3,2,1,2,2,2.185763478170831,37.48791045142755,8,9.358286072735922e-06,0.5668018310802374,-0.13714519341437656,0.2894347471769306,835.4030188437094,853.2449151828921,3.7185763478170832,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate|d_government_effectiveness,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_gdp_2
5,3,2,1,3,2,2.639128748734659,30.714771949375546,10,0.0006538478172674056,0.8305237348268406,0.5254664575151539,0.2169770198838386,893.3270295382572,912.9531155113581,3.713912874873466,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|dlog_deflated_tax_revenue|sdiff_deflated_M1
3,3,2,0,3,1,1.7986641815928925,9.237954447427871,6,0.16063130114114688,0.6074255338033433,0.01856383450835802,0.11074736551056108,747.1202665307469,763.1779732360112,3.7131997514926223,dlog_gdp_per_capita|d_direct_tax_share|d_corruption_perceptions,d_lfp_rate|dlog_deflated_tax_revenue|sdiff_deflated_M1
5,3,1,2,4,1,1.0352301542281148,39.85309390770895,10,1.7984299064077724e-05,0.6730887146787871,0.08464840110060382,0.26047637263164297,933.3748710781686,953.0009570512694,3.7035230154228116,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,sdiff_gdp_2|dlog_deflated_tax_revenue|sdiff_deflated_M1
5,2,2,1,2,0,1.0022558448554766,8.168606596763908,4,0.08559355511319444,0.9464913728794113,0.7190797076169095,0.15390017788924218,794.2486537143938,810.3063604196581,3.7002255844855476,d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,sdiff_gdp_2|sdiff_deflated_M1
3,3,1,1,2,2,2.8244265623115505,13.314797292055491,6,0.03830056876481214,0.8139423165588762,0.5348557913971906,0.16645589656185267,720.1304353550895,736.1881420603538,3.6991093228978214,dlog_gdp_per_capita|d_unemployment_rate|d_government_effectiveness,d_lfp_rate|dlog_deflated_tax_revenue|sdiff_deflated_M1
5,3,1,1,2,2,2.4783234386254387,14.461343749412741,10,0.15296892152028096,0.9544790071559623,0.8725412200366945,0.10069467519338689,901.2954679940337,920.9215539671346,3.6978323438625442,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|dlog_deflated_tax_revenue|sdiff_deflated_M1
5,3,1,2,4,1,0.9629387486115369,39.3530839132701,10,2.2016485957898624e-05,0.6635315008738061,0.05788820244665714,0.2582857997419547,936.9547727630165,956.5808587361174,3.696293874861154,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,d_lfp_rate|sdiff_deflated_M1|sdiff_gdp_2
3,3,1,1,2,2,2.7829405340921087,17.196036300225344,6,0.008589151029357645,0.7112027483106456,0.2780068707766138,0.2059350101608381,724.5585413817623,740.6162480870266,3.694960720075877,dlog_gdp_per_capita|d_unemployment_rate|d_corruption_perceptions,d_lfp_rate|dlog_deflated_tax_revenue|sdiff_deflated_M1
4,3,1,1,3,2,3.1927485799780055,108.57357210220877,8,0.0,0.4690072643168798,-0.3938559311681906,0.5345281800713277,785.1522551872151,802.9941515263978,3.6942748579978004,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|d_lfp_rate|sdiff_deflated_M1
4,3,1,1,3,2,3.1820252532560205,115.05150288629851,8,0.0,0.44437878256113394,-0.4585056957770235,0.551474013662626,788.3669344590486,806.2088307982312,3.693202525325602,d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,d_employment_rate|d_lfp_rate|sdiff_deflated_M1
4,2,0,1,3,0,0.6731287438725907,2.274482268764274,3,0.5174270455016157,1.0,1.0929995813877007,0.0,707.3982897768069,721.671806848153,3.692312874387259,d_tax_burden|d_direct_tax_share|d_corruption_perceptions|d_government_effectiveness,sdiff_deflated_M1|dlog_deflated_tax_revenue
4,3,1,1,3,2,3.048944446738247,112.09082174520526,8,0.0,0.46549186894254946,-0.4030838440258078,0.5437945952068219,783.3348614367734,801.176757775956,3.679894444673825,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate|d_government_effectiveness,d_employment_rate|d_lfp_rate|sdiff_deflated_M1
4,2,0,1,3,0,0.5385696125309611,0.2758398734288292,3,0.9645064025460779,1.0,1.24067300194189,0.0,687.8115178700673,702.0850349414134,3.678856961253096,d_tax_burden|d_direct_tax_share|d_corruption_perceptions|d_government_effectiveness,sdiff_deflated_M1|sdiff_gdp_2
4,3,1,1,3,2,3.005848087186906,112.41107851950964,8,0.0,0.4640859684726645,-0.4067743327592557,0.5446305005760308,783.5684068151502,801.4103031543328,3.675584808718691,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|d_lfp_rate|sdiff_gdp_2
4,3,1,1,3,2,2.950693912818469,116.56018111961642,8,0.0,0.44382360599474147,-0.45996303426380375,0.5553463833081618,787.355346790348,805.1972431295306,3.6700693912818467,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,d_employment_rate|d_lfp_rate|sdiff_deflated_M1
4,2,2,0,4,0,1.6946920498103062,3.045616840839223,3,0.38464529188269003,0.992652748988971,0.9632637449448551,0.01858983936374576,740.9672345311933,755.2407516025394,3.6694692049810307,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_corruption_perceptions,d_employment_rate|sdiff_deflated_M1
4,3,1,1,3,2,2.9406266998220008,109.1023700014932,8,0.0,0.5204076071259536,-0.2589300312943716,0.5359315647073762,764.2787822740834,782.120678613266,3.6690626699822,d_tax_burden|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|d_lfp_rate|sdiff_deflated_M1
4,3,1,2,1,2,0.8417190105580874,15.130292767013696,8,0.05666096603914639,0.8658795485661923,0.647933814986255,0.14232537912351592,827.9523056299599,845.7942019691426,3.659171901055809,d_tax_burden|d_direct_tax_share|d_corruption_perceptions|d_government_effectiveness,sdiff_gdp_2|d_employment_rate|dlog_deflated_tax_revenue
5,3,2,1,3,2,2.028485006834472,34.40032385941679,10,0.00015796146018676183,0.7075752068905901,0.18121057929365225,0.2354894509286446,935.7993759485648,955.4254619216657,3.6528485006834472,d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_gdp_2
5,3,1,2,2,2,1.4959697787881854,29.685036361998854,10,0.0009643504368670452,0.8344509597722742,0.536462687362368,0.2115152926020784,895.61786959481,915.2439555679109,3.6495969778788186,d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,sdiff_gdp_2|d_employment_rate|dlog_deflated_tax_revenue
3,2,2,0,2,0,3.111028199119058,2.2910886235102836,2,0.3180507519035878,0.9916464870966315,0.9582324354831574,0.05751369634410845,590.7200962910815,603.2094237285094,3.644436153245239,d_tax_burden|d_unemployment_rate|d_corruption_perceptions,dlog_deflated_tax_revenue|sdiff_deflated_M1
3,3,1,1,2,2,2.2772238329989842,16.53950076779183,6,0.011133304655128184,0.7264756092598033,0.3161890231495083,0.19980578418341866,724.137597991155,740.1953046964193,3.644389049966565,dlog_gdp_per_capita|d_tax_burden|d_corruption_perceptions,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_gdp_2
3,3,1,1,1,1,2.220939562029299,7.599416072440796,6,0.26894383807789857,0.9415599445884936,0.8538998614712339,0.07783568727640872,726.3612387878566,742.4189454931209,3.6387606228695963,d_tax_burden|d_direct_tax_share|d_government_effectiveness,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_deflated_M1
3,3,1,1,2,2,2.1854146920985613,110.8819119122341,6,0.0,0.45142175677304464,-0.37144560806738836,0.630301490847454,665.8236144262089,681.8813211314732,3.6352081358765225,dlog_gdp_per_capita|d_unemployment_rate|d_government_effectiveness,d_lfp_rate|d_employment_rate|sdiff_deflated_M1
5,3,2,1,3,2,1.8277441296530612,38.47947972948344,10,3.13073428764854e-05,0.687196065589593,0.12414898365086031,0.25441322743576156,932.2741117863876,951.9001977594885,3.6327744129653063,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_gdp_2
5,2,1,1,2,1,1.2936116878356068,13.377832149344542,4,0.009569864296921193,0.8295414703532413,0.1050927193545166,0.23083140430232818,822.347867638389,838.4055743436533,3.6293611687835607,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_corruption_perceptions|d_government_effectiveness,dlog_deflated_tax_revenue|d_employment_rate
5,3,1,2,2,2,1.2920375380043607,23.693019513336765,10,0.00845826029315333,0.7795751928861906,0.38281054008133375,0.17641003059335145,946.4123907870071,966.038476760108,3.6292037538004362,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_corruption_perceptions|d_government_effectiveness,dlog_deflated_tax_revenue|d_employment_rate|sdiff_gdp_2
3,2,2,0,2,0,2.951597260499648,2.4344976736850477,2,0.29604351159116216,0.9849632995722118,0.9248164978610595,0.07026715850667946,596.8139459402338,609.3032733776616,3.628493059383298,d_tax_burden|d_direct_tax_share|d_unemployment_rate,dlog_deflated_tax_revenue|sdiff_deflated_M1
5,2,1,1,2,1,1.2769957956538334,10.13650991014499,4,0.03818991214793521,0.8760306600603212,0.3491609653166861,0.18672582462093792,824.6216522513972,840.6793589566615,3.6276995795653835,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_corruption_perceptions|d_government_effectiveness,dlog_deflated_tax_revenue|sdiff_gdp_2
4,3,1,2,2,1,1.7159905134302347,12.581605207811041,8,0.12707912393677245,0.8823198665468732,0.6910896496855423,0.11408735199761111,839.6342711013622,857.4761674405448,3.621599051343024,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_government_effectiveness,dlog_deflated_tax_revenue|d_employment_rate|sdiff_deflated_M1
3,3,1,1,2,2,2.0333581171028636,16.657895267535967,6,0.010626275649984307,0.7127837722624646,0.28195943065616136,0.20092489991868406,725.6806414991239,741.7383482043882,3.6200024783769527,d_tax_burden|d_direct_tax_share|d_corruption_perceptions,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_gdp_2
4,3,1,1,2,1,1.1970617601428135,7.259988965463641,8,0.5088593270192148,1.0,1.0364176758194288,0.0,819.9050754401463,837.746971779329,3.6197061760142812,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_government_effectiveness,sdiff_gdp_2|d_lfp_rate|sdiff_deflated_M1
3,3,1,1,2,2,2.0192191926863416,16.36902720286076,6,0.011904505304743074,0.7347301324888388,0.3368253312220968,0.1981832944338508,723.4107419605368,739.4684486658011,3.6185885859353006,d_tax_burden|d_direct_tax_share|d_corruption_perceptions,dlog_deflated_tax_revenue|d_lfp_rate|d_employment_rate
3,3,1,1,2,2,1.9862203847310198,26.286682487772215,6,0.0001968607619271534,0.7855123386564493,0.46378084664112346,0.277206591321102,677.8349462426415,693.8926529479058,3.6152887051397684,d_tax_burden|d_unemployment_rate|d_government_effectiveness,dlog_deflated_tax_revenue|d_employment_rate|sdiff_gdp_2
4,2,1,0,2,1,3.562318696767045,1.4791223169412184,3,0.687097203372588,1.0,1.1171272717335587,0.0,680.6852862656378,694.9588033369839,3.6062318696767046,d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|sdiff_deflated_M1
4,2,1,1,2,0,1.539821211085443,6.0077141824858025,3,0.11123551592864755,0.9463989759868454,0.7319948799342272,0.15094937397578143,694.0250283577633,708.2985454291094,3.6039821211085443,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,sdiff_gdp_2|sdiff_deflated_M1
5,3,1,1,4,2,2.530703982371112,117.921439164572,10,0.0,0.45477773900262586,-0.5266223307926476,0.4952534685404031,904.8215905040729,924.4476764771738,3.6030703982371115,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,d_employment_rate|d_lfp_rate|sdiff_deflated_M1
4,2,1,0,2,1,3.469916140491107,3.1959924336982617,3,0.3623828490274146,0.9971381613709043,0.9856908068545212,0.03853298800223998,678.8415095039687,693.1150265753148,3.5969916140491107,d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|sdiff_gdp_2
5,2,1,0,3,1,2.9495992446808073,3.421356607750891,4,0.48993654137128884,1.0,1.0440360090190328,0.0,798.4205013759806,814.4782080812449,3.5949599244680805,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|sdiff_deflated_M1
5,3,1,1,4,2,2.44067247595915,112.60839848294887,10,0.0,0.5248301452137063,-0.3304755934016226,0.4829087964026599,881.5083523665955,901.1344383396964,3.5940672475959152,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|d_lfp_rate|sdiff_deflated_M1
3,2,0,1,2,0,0.93927037739489,2.0228100887272653,2,0.363707595090219,0.9991273586284227,0.9956367931421138,0.016099861916144622,599.1589378563075,611.6482652937353,3.593927037739489,d_tax_burden|d_direct_tax_share|d_government_effectiveness,sdiff_deflated_M1|dlog_deflated_tax_revenue
3,2,2,0,2,1,2.5596728960662913,7.535489138265962,2,0.023104114298976186,0.820768027526752,0.10384013763376017,0.2508052743905383,599.9262537313905,612.4155811688183,3.589300622939962,dlog_gdp_per_capita|d_unemployment_rate|d_corruption_perceptions,d_lfp_rate|sdiff_gdp_2
4,2,1,0,2,1,3.3698133238168184,1.8386957427759363,3,0.6065507279195819,1.0,1.09088194804911,0.0,682.0781983437546,696.3517154151007,3.586981332381682,d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,d_employment_rate|sdiff_deflated_M1
3,2,1,0,3,1,2.1873222477275203,5.157785622535638,2,0.07585794660785872,0.863375432078877,0.3168771603943852,0.1894305348374809,605.3201780868889,617.8095055243167,3.585398891439419,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share,dlog_deflated_tax_revenue|d_lfp_rate
4,3,1,1,3,2,2.087384076688272,19.933898114497577,8,0.010589049745058587,0.7326659915919014,0.29824822792874117,0.1841279979890593,841.2788590443186,859.1207553835012,3.583738407668827,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,d_lfp_rate|dlog_deflated_tax_revenue|sdiff_gdp_2
4,2,1,0,2,1,3.257618892398208,2.0214437261086005,3,0.5679679296983329,1.0,1.07436307089067,0.0,680.355907635683,694.6294247070291,3.575761889239821,d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,d_employment_rate|sdiff_gdp_2
4,3,1,1,3,2,2.0043816301677975,24.73004908250602,8,0.001726979623120961,0.6355718205019123,0.04337602881751985,0.21801043215829524,844.8077426078722,862.6496389470549,3.5754381630167797,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,d_lfp_rate|dlog_deflated_tax_revenue|sdiff_gdp_2
3,3,1,1,2,2,1.5501921121889108,13.409337889479332,6,0.0369770575830326,0.7882972485435349,0.47074312135883717,0.1675281284554488,724.5408712438511,740.5985779491155,3.5716858778855576,dlog_gdp_per_capita|d_corruption_perceptions|d_government_effectiveness,dlog_deflated_tax_revenue|d_employment_rate|sdiff_deflated_M1
5,2,3,0,4,0,1.711368970083323,3.2502979366318243,4,0.5168454816755679,1.0,1.1399335381638316,0.0,839.108482658075,855.1661893633393,3.5711368970083326,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|sdiff_deflated_M1
3,2,0,1,2,0,0.7105995785287655,0.2635477184646007,2,0.876539193914341,1.0,1.198642630276257,0.0,579.8308620660474,592.3201895034753,3.5710599578528766,d_tax_burden|d_direct_tax_share|d_government_effectiveness,sdiff_deflated_M1|sdiff_gdp_2
3,3,0,2,1,1,0.6805016375362071,4.981166672170723,6,0.5462309018549334,1.0,1.0584153520539927,0.0,707.5085012371245,723.5662079423888,3.568050163753621,d_tax_burden|d_direct_tax_share|d_government_effectiveness,d_lfp_rate|sdiff_deflated_M1|sdiff_gdp_2
5,3,1,1,4,2,2.178694777761513,117.69386761764531,10,0.0,0.5001232277571415,-0.3996549622800041,0.49473102797389107,887.0934527623475,906.7195387354484,3.5678694777761515,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|d_lfp_rate|sdiff_deflated_M1
3,2,0,0,3,1,0.6717326245567743,1.8560033157930818,2,0.39534295198784397,1.0,1.0143899303450858,0.0,575.0974274927064,587.5867549301342,3.5671732624556776,d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,sdiff_gdp_2|d_lfp_rate
3,2,0,1,2,0,0.6639115111378712,0.20002177337711657,2,0.904827567406414,1.0,1.2035574901006432,0.0,579.2622635916166,591.7515910290444,3.566391151113787,d_tax_burden|d_direct_tax_share|d_corruption_perceptions,sdiff_deflated_M1|sdiff_gdp_2
3,2,1,0,1,1,3.9645210366700154,1.283161542090646,2,0.5264595539086336,1.0,1.0418843761172367,0.0,538.9849309794588,551.4742584168866,3.563118770333668,d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|sdiff_deflated_M1
4,2,1,0,2,1,3.130177832159945,2.978135907152449,3,0.3950084881797312,1.0,1.0012544370324725,0.0,659.9614166064624,674.2349336778085,3.5630177832159946,dlog_gdp_per_capita|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|sdiff_deflated_M1
4,2,1,1,2,0,1.1255903459501464,7.761924278052405,3,0.05119699273158684,0.91992821799145,0.5996410899572501,0.18993468331149904,692.4215450945783,706.6950621659244,3.5625590345950147,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,sdiff_deflated_M1|sdiff_gdp_2
4,2,1,0,2,1,3.1255845280638503,3.232185426395965,3,0.35719324016008147,0.9964760158418462,0.982380079209231,0.041940201513580445,681.4753045686092,695.7488216399553,3.562558452806385,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,d_employment_rate|sdiff_deflated_M1
4,2,0,0,4,1,0.562270011464524,2.1481736654387653,3,0.5422285447839208,1.0,1.6228300066667867,0.0,739.440133019751,753.7136500910971,3.5562270011464525,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_corruption_perceptions,d_lfp_rate|sdiff_deflated_M1
3,2,2,0,2,1,2.2250024014283265,24.148611102787832,2,5.704212897028604e-06,0.5598057928433959,-1.2009710357830208,0.5016859202047431,597.1083274670266,609.5976549044544,3.555833573476166,d_tax_burden|d_direct_tax_share|d_unemployment_rate,dlog_deflated_tax_revenue|d_lfp_rate
3,2,2,0,2,1,2.1975654314788264,26.51879376601049,2,1.7438820214543682e-06,0.5712981367936238,-1.143509316031881,0.5278471904177736,592.600942158937,605.0902695963648,3.5530898764812155,d_tax_burden|d_unemployment_rate|d_government_effectiveness,dlog_deflated_tax_revenue|d_lfp_rate
4,2,1,0,2,1,3.0285264436118466,1.2832294975100815,3,0.733119198388563,1.0,1.0979337989359497,0.0,657.7640013476572,672.0375184190033,3.5528526443611845,d_tax_burden|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|sdiff_deflated_M1
3,3,1,1,3,1,1.3527400350332401,15.191314172109877,6,0.01881978855396982,0.8597976306316437,0.6494940765791094,0.18658934585143033,695.7641458494272,711.8218525546915,3.5519406701699907,dlog_gdp_per_capita|d_tax_burden|d_government_effectiveness,sdiff_gdp_2|d_employment_rate|sdiff_deflated_M1
3,3,1,1,2,2,1.351774344722882,18.133779904053206,6,0.005906426307368484,0.7243248022121667,0.3108120055304166,0.2143858379542666,720.249324515731,736.3070312209953,3.5518441011389545,dlog_gdp_per_capita|d_unemployment_rate|d_government_effectiveness,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_gdp_2
4,3,1,1,3,2,1.7576071891706369,21.553682726460817,8,0.005813350121632643,0.6701188776441163,0.13406205381580497,0.19622635009829859,846.4524808985101,864.2943772376927,3.5507607189170636,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_corruption_perceptions,dlog_deflated_tax_revenue|d_lfp_rate|d_employment_rate
3,3,1,1,3,1,1.3356201712545477,69.25381377766713,6,5.81534820298657e-13,0.4491554911637369,-0.37711127209065776,0.4894872617963213,700.5535113919843,716.6112180972486,3.5502286837921213,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate,sdiff_gdp_2|d_employment_rate|sdiff_deflated_M1
3,2,1,0,1,1,3.830342492094463,0.9020606111039484,2,0.6369715381114196,1.0,1.0631517335412872,0.0,537.2486395011723,549.7379669386002,3.549700915876113,d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|sdiff_gdp_2
3,3,1,1,1,1,1.3241317800844306,6.3404195311181155,6,0.3861557124893872,0.9931283467818093,0.9828208669545232,0.03590916207462871,702.931047941697,718.9887546469613,3.5490798446751097,dlog_gdp_per_capita|d_direct_tax_share|d_government_effectiveness,sdiff_gdp_2|d_lfp_rate|sdiff_deflated_M1
3,3,1,1,2,2,1.2925783687907448,13.518271820715213,6,0.03550550804075636,0.6633818830866999,0.15845470771674974,0.1687551550359099,737.3138632565358,753.3715699618001,3.545924503545741,dlog_gdp_per_capita|d_direct_tax_share|d_government_effectiveness,d_employment_rate|dlog_deflated_tax_revenue|sdiff_gdp_2
4,2,1,0,2,1,2.93915224769528,0.9403816001374707,3,0.8156734605142121,1.0,1.1156649799484784,0.0,656.0369003073478,670.3104173786938,3.543915224769528,d_tax_burden|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|sdiff_gdp_2
3,3,1,1,2,2,1.2612900390705943,14.317028807696296,6,0.02628845518009315,0.8006527189475328,0.501631797368832,0.17749337170398674,718.7260360569763,734.7837427622406,3.542795670573726,dlog_gdp_per_capita|d_tax_burden|d_corruption_perceptions,d_employment_rate|dlog_deflated_tax_revenue|sdiff_gdp_2
4,3,1,1,3,2,1.6501726044972855,115.31675820949485,8,0.0,0.4414590702438981,-0.46616994060976746,0.5521568201192907,789.1644434422541,807.0063397814367,3.5400172604497286,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate,d_lfp_rate|d_employment_rate|sdiff_gdp_2
3,3,2,0,2,2,2.063625300764821,13.979619128311441,6,0.029864659937791527,0.7877334772563115,0.4693336931407787,0.1738557736501228,722.5174795623317,738.575186267596,3.5396958634098152,dlog_gdp_per_capita|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|d_lfp_rate|dlog_deflated_tax_revenue
4,3,1,1,3,2,1.6394282742504116,23.063531895121873,8,0.0032836291438557152,0.6264608955210577,0.01945985074277637,0.20686740850615104,848.722377465315,866.5642738044977,3.538942827425041,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_corruption_perceptions,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_gdp_2
4,3,1,1,3,2,1.6291656084177983,32.47538855049451,8,7.653778487803908e-05,0.7654855072076734,0.3843994564201427,0.26368988193829535,794.0945444672604,811.9364408064431,3.5379165608417797,dlog_gdp_per_capita|d_tax_burden|d_unemployment_rate|d_government_effectiveness,dlog_deflated_tax_revenue|d_employment_rate|sdiff_gdp_2
3,3,1,1,2,2,1.1954117585187662,22.027324102623247,6,0.001197145323956872,0.6304904734915371,0.07622618372884285,0.2463931025714499,724.7830471231604,740.8407538284247,3.536207842518543,dlog_gdp_per_capita|d_unemployment_rate|d_corruption_perceptions,dlog_deflated_tax_revenue|d_lfp_rate|sdiff_gdp_2
4,3,1,1,3,2,1.5173346131863996,111.75541338766006,8,0.0,0.508837865171803,-0.28930060392401724,0.5429177627634173,766.4960465393659,784.3379428785486,3.52673346131864,dlog_gdp_per_capita|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_lfp_rate|d_employment_rate|sdiff_deflated_M1
4,3,1,1,3,2,1.5167474476311877,33.19763257680081,8,5.6737347565061214e-05,0.7410506372038141,0.32025792266001235,0.2675522069743034,801.8758161807233,819.717712519906,3.5266747447631186,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate,dlog_deflated_tax_revenue|d_employment_rate|sdiff_gdp_2
3,2,1,0,3,1,1.5894778038472843,2.9771936882386605,2,0.22568911047228013,0.8134395909272814,0.06719795463640663,0.10537776677262038,621.0145064675856,633.5038339050135,3.525614447051395,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share,d_employment_rate|d_lfp_rate
5,2,1,0,3,1,2.1862896143363373,3.1592309480292684,4,0.5315409025884865,1.0,1.127232793639741,0.0,832.4519870944418,848.5096937997062,3.5186289614336337,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,d_lfp_rate|sdiff_deflated_M1
3,3,1,1,2,2,0.9461488601628946,17.313247723693646,6,0.008198401051256576,0.3615698073622008,-0.596075481594498,0.20701017142787245,745.723145817822,761.7808525230863,3.511281552682956,dlog_gdp_per_capita|d_direct_tax_share|d_corruption_perceptions,dlog_deflated_tax_revenue|d_employment_rate|sdiff_gdp_2
