n_causes,n_indicators,n_sig_causes,n_sig_inds,correct_g,correct_l,mean_abs_z,chi2,df,pvalue,cfi,tli,rmsea,aic,bic,score,causes,indicators
3,2,2,0,3,2,2.5747859145857315,4.783050471081342,2,0.09149003355396568,0.9070619080625177,0.5353095403125885,0.17783580498599053,598.1131033203603,610.6024307577882,4.790811924791907,d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,d_lfp_rate|sdiff_gdp_2
3,2,1,1,1,2,1.1147555859923517,2.002371390850918,2,0.3674435066947547,0.9999639343654864,0.999819671827432,0.005191110026370669,559.525541867453,572.0148693048808,4.778142225265901,d_direct_tax_share|d_unemployment_rate|d_government_effectiveness,sdiff_gdp_2|d_employment_rate
3,3,2,1,1,3,4.84366972724475,10.029425338426279,6,0.12341831158163341,0.946674721346056,0.8666868033651401,0.12354341247823053,680.5966010228836,696.654307728148,4.767700306057808,d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|dlog_deflated_tax_revenue|sdiff_gdp_2
4,2,1,1,2,2,3.1209964147655214,7.11758145048158,3,0.06824299730014327,0.958015311719401,0.7900765585970049,0.176617662953864,653.1744864812085,667.4480035525546,4.762099641476552,dlog_gdp_per_capita|d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|dlog_deflated_tax_revenue
3,3,2,1,1,3,4.717232476600717,9.305627375915371,6,0.15710529388985595,0.9545968260179577,0.8864920650448942,0.11189868550551099,682.6298543982745,698.6875611035388,4.755056580993405,d_direct_tax_share|d_unemployment_rate|d_corruption_perceptions,d_employment_rate|dlog_deflated_tax_revenue|sdiff_deflated_M1
3,2,1,1,1,2,3.8452510610202544,5.229906386094129,2,0.07317121353737666,0.9665382726354985,0.8326913631774928,0.19158152745022303,531.9797739336176,544.4691013710454,4.751191772768692,d_unemployment_rate|d_corruption_perceptions|d_government_effectiveness,d_employment_rate|dlog_deflated_tax_revenue
3,3,2,1,3,3,1.546410427031083,17.264817745021563,6,0.008357723112366156,0.34759426629433976,-0.6310143342641501,0.20656660956139,746.1285474744793,762.1862541797436,4.7379743760364414,dlog_gdp_per_capita|d_direct_tax_share|d_corruption_perceptions,d_employment_rate|d_lfp_rate|dlog_deflated_tax_revenue
3,3,2,0,3,2,1.8059694188832358,6.891766019409182,6,0.33097278073531755,0.9202654247742309,0.8006635619355772,0.058119717727042906,741.8378965094969,757.8956032147612,4.680596941888323,d_tax_burden|d_direct_tax_share|d_corruption_perceptions,d_lfp_rate|d_employment_rate|sdiff_gdp_2
3,3,1,1,2,3,2.4175712468151938,8.21107454735736,6,0.22304376918232616,0.9285683786331739,0.8214209465829346,0.09151656886243952,723.3876653022716,739.4453720075359,4.658423791348186,dlog_gdp_per_capita|d_direct_tax_share|d_unemployment_rate,d_lfp_rate|dlog_deflated_tax_revenue|sdiff_deflated_M1
4,3,2,0,4,3,1.5639794698684901,9.101533203391256,8,0.333803321545751,0.9007867335057389,0.7395651754525646,0.05594064436036138,863.9842175024927,881.8261138416754,4.656397946986849,dlog_gdp_per_capita|d_tax_burden|d_direct_tax_share|d_corruption_perceptions,d_lfp_rate|d_employment_rate|sdiff_deflated_M1
